# MAG          N-AS          N-FS        MS-ID; note N_AS=0 highlights singles or FS only
     2.800         0         0          7712
     2.500         0         0         50429
     3.000         0         0         52568
     2.500         0         0         46130
     2.800         0         0          7719
     2.700         0         0         11256
     2.900         0         0         19522
     2.500         0         0         19521
     2.900         0         0         25804
     2.600         0         0         29650
     2.500         0         0         47705
     2.700         0         0          3431
     2.800         0         0         66173
     2.500         0         0         42738
     3.400         0         0         66401
     2.900         0         0         19497
     2.500         0         0         30392
     3.500         0         0         48479
     2.500         0         0         23612
     2.700         0         0         30394
     2.600         0         0          3432
     2.500         0         0          3433
     2.700         0         0         31878
     2.700         0         0         45497
     2.800         0         0         53819
     2.500         0         0         52356
     2.600         0         0         63701
     2.800         0         0         51772
     2.700         0         0         50052
     3.100         0         0          7718
     3.300         0         0         39494
     3.200         0         0         52360
     2.500         0         0         22315
     2.500         0         0         57806
     2.700         0         0          3435
     3.700         0         0          7720
     2.800         0         0          3436
     3.000         0         0          3437
     3.600         0         0         51289
     3.000         0         0         40783
     3.000         0         0         46149
     2.900         0         0         46196
     3.200         0         0         11254
     2.700         0         0         36292
     2.500         0         0         51827
     2.900         0         0         66428
     2.600         0         0         27282
     2.500         0         0          7721
     2.500         0         0         11076
     2.900         0         0         25709
     2.600         0         0          3438
     2.500         0         0          3439
     2.900         0         0         45594
     2.500         0         0         62428
     2.500         0         0         65439
     2.700         0         0         45465
     2.900         0         0         43759
     2.500         0         0          3440
     2.500         0         0          3441
     2.900         0         0         44115
     3.100         0         0         46318
     2.500         0         0         22525
     2.500         0         0         65858
     2.900         0         0         35558
     2.900         0         0          3442
     3.200         0         0          7726
     3.100         0         0         19512
     2.800         0         0         59510
     2.800         0         0         46616
     2.800         0         0         61389
     2.600         0         0         50471
     2.900         0         0          7732
     3.100         0         0         43897
     3.000         0         0          7727
     2.600         0         0         45368
     3.200         0         0         32690
     3.200         0         0         36836
     3.100         0         0         55109
     2.500         0         0         58287
     2.500         0         0          7735
     2.900         0         0         32670
     2.500         0         0         42758
     2.900         0         0         54635
     2.700         0         0         65510
     2.500         0         0         52362
     2.700         0         0         50764
     2.900         0         0         32895
     2.800         0         0         47661
     2.700         0         0         65753
     3.400         0         0         46478
     2.700         0         0         25802
     2.500         0         0         49102
     2.500         0         0         61045
     2.700         0         0          3445
     3.100         0         0          3446
     2.500         0         0         17687
     2.700         0         0         56866
     2.800         0         0         37003
     2.500         0         0         59513
     2.500         0         0         11260
     3.500         0         0          3447
     2.600         0         0          3448
     3.200         0         0         58198
     2.500         0         0         41267
     2.900         0         0          3449
     2.700         0         0         53166
     2.700         0         0          3450
     2.900         0         0         56251
     3.300         0         0          7733
     2.700         0         0          3452
     2.500         0         0          7753
     3.200         0         0          7738
     3.000         0         0         11263
     2.500         0         0         25822
     3.300         0         0         30442
     2.600         0         0          3453
     3.000         0         0         58424
     2.800         0         0         43623
     3.100         0         0         56862
     2.500         0         0         11297
     2.700         0         0         11097
     3.000         0         0         40790
     2.800         0         0         43773
     2.900         0         0         47758
     2.700         0         0         52361
     2.700         0         0         50138
     2.800         0         0         11301
     2.900         0         0         43745
     2.900         0         0         58291
     2.700         0         0         67035
     2.500         0         0         64816
     2.500         0         0         67041
     2.700         0         0         19550
     2.900         0         0          7755
     2.900         0         0         19531
     3.000         0         0         11292
     2.500         0         0         67039
     2.600         0         0         61062
     2.800         0         0         11289
     3.300         0         0         11268
     2.500         0         0         34839
     2.600         0         0         19530
     2.700         0         0         60614
     2.500         0         0          3455
     2.800         0         0         11280
     2.500         0         0         19544
     2.700         0         0         19533
     3.200         0         0         52407
     2.500         0         0         42749
     2.900         0         0          3456
     2.600         0         0         19432
     2.600         0         0         34825
     2.600         0         0         19505
     2.700         0         0         42801
     2.600         0         0         66214
     2.800         0         0          3457
     2.700         0         0         19539
     3.400         0         0         48365
     2.900         0         0         46245
     2.700         0         0         48430
     2.600         0         0         34838
     2.600         0         0         33250
     3.700         0         0         33331
     3.600         0         0         19551
     2.900         0         0         30439
     2.500         0         0         25811
     2.800         0         0         53612
     2.700         0         0         54093
     2.700         0         0         29233
     2.600         0         0         58292
     2.800         0         0          3459
     2.700         0         0         19526
     2.700         0         0          3460
     2.700         0         0          3461
     2.500         0         0         19520
     2.500         0         0         46976
     2.500         0         0         46461
     2.800         0         0          7759
     2.600         0         0         11282
     2.700         0         0          3463
     2.800         0         0         53311
     3.500         0         0         34840
     2.800         0         0         25825
     2.500         0         0         19540
     2.500         0         0          3465
     2.800         0         0         56490
     3.000         0         0         45336
     3.300         0         0         47644
     2.900         0         0         52773
     2.500         0         0         66302
     3.400         0         0         11233
     2.800         0         0         34832
     2.600         0         0         24219
     2.900         0         0         43770
     3.000         0         0         48435
     3.400         0         0         28927
     2.800         0         0         32826
     2.500         0         0         11311
     2.700         0         0         19414
     2.800         0         0         28944
     2.800         0         0         28914
     2.800         0         0         36948
     3.000         0         0         32823
     2.700         0         0         48431
     2.500         0         0         36503
     2.600         0         0         39488
     2.900         0         0          3467
     2.800         0         0         58404
     2.600         0         0          7617
     2.800         0         0         32840
     2.900         0         0         66177
     2.800         0         0         32825
     2.700         0         0          3468
     3.200         0         0          3469
     3.100         0         0         36974
     2.900         0         0          3470
     2.700         0         0         59596
     3.000         0         0         28923
     2.900         0         0         58041
     2.500         0         0         59309
     2.600         0         0         58039
     3.500         0         0         58043
     2.800         0         0         66150
     3.400         0         0         30430
     3.000         0         0         56707
     2.900         0         0         59310
     2.500         0         0         52453
     2.600         0         0         32836
     2.700         0         0         65969
     3.000         0         0         40521
     2.600         0         0         47747
     3.200         0         0          3471
     2.600         0         0         28437
     2.700         0         0         53258
     2.600         0         0          3473
     2.700         0         0         34835
     2.500         0         0         30433
     2.600         0         0         34836
     2.500         0         0         64218
     2.600         0         0          3475
     2.500         0         0         32829
     2.500         0         0         36960
     2.600         0         0          3476
     2.600         0         0         66241
     2.500         0         0         66293
     2.800         0         0          3480
     2.600         0         0         35231
     3.000         0         0         38531
     2.500         0         0          7440
     2.600         0         0          3481
     2.600         0         0         36957
     2.800         0         0          3483
     2.700         0         0         40514
     2.600         0         0         43520
     2.500         0         0          3484
     2.700         0         0         38084
     3.300         0         0         64396
     2.900         0         0         66264
     2.900         0         0          3485
     2.700         0         0         46127
     2.600         0         0          3486
     2.500         0         0          7758
     2.500         0         0          7776
     4.000         0         0         11322
     2.500         0         0          3488
     3.100         0         0          7778
     3.100         0         0         34820
     2.900         0         0         56487
     3.400         0         0         30451
     2.600         0         0          3489
     2.900         0         0         11317
     2.500         0         0          7742
     2.800         0         0          3490
     2.700         0         0         55134
     3.300         0         0         41902
     2.500         0         0         11436
     2.800         0         0          3492
     2.500         0         0         19627
     2.500         0         0         11412
     2.500         0         0         11364
     2.600         0         0         11451
     2.700         0         0         52083
     2.700         0         0         11431
     2.800         0         0          7832
     2.800         0         0         11448
     2.500         0         0         25807
     3.300         0         0         57590
     2.600         0         0         11438
     2.500         0         0         11336
     2.500         0         0          3494
     2.900         0         0         19603
     2.500         0         0         11366
     2.700         0         0         11401
     2.700         0         0         11445
     2.900         0         0         42215
     2.600         0         0         23267
     2.500         0         0         28683
     3.100         0         0         11202
     2.500         0         0          3495
     2.800         0         0          7783
     2.500         0         0         62229
     2.600         0         0         52354
     3.300         0         0         61327
     2.800         0         0         11447
     2.600         0         0          7892
     2.500         0         0          3496
     2.500         0         0         11428
     2.700         0         0          7853
     2.500         0         0         16776
     2.800         0         0         23882
     2.500         0         0         11450
     2.600         0         0         19623
     2.900         0         0          3498
     2.700         0         0         53199
     3.200         0         0          3499
     2.500         0         0         56182
     2.800         0         0         11410
     2.500         0         0          7967
     3.000         0         0          3500
     2.500         0         0         62470
     2.600         0         0          7955
     2.600         0         0          7943
     2.800         0         0         48982
     3.700         0         0         51596
     2.600         0         0         43647
     2.500         0         0         47178
     2.700         0         0         49637
     2.800         0         0          7844
     2.500         0         0         11372
     2.700         0         0         11415
     2.500         0         0          3503
     2.500         0         0          3504
     2.600         0         0         19595
     2.800         0         0         19594
     2.600         0         0         28940
     2.600         0         0         19593
     2.500         0         0         47729
     3.100         0         0         25838
     2.900         0         0         30454
     2.800         0         0         34848
     2.500         0         0          3505
     2.500         0         0          3506
     3.400         0         0          7951
     3.000         0         0         11465
     3.600         0         0         19640
     2.600         0         0         66678
     2.700         0         0         62954
     2.500         0         0         56488
     2.500         0         0         66851
     3.200         0         0          7825
     3.300         0         0          7799
     2.700         0         0         47960
     3.000         0         0         11261
     3.300         0         0         60994
     3.100         0         0         25798
     3.600         0         0         11387
     2.800         0         0          3508
     2.500         0         0         11434
     2.500         0         0         40699
     3.000         0         0         62054
     2.500         0         0         11363
     3.600         0         0          7920
     3.400         0         0          3509
     2.900         0         0          3510
     2.700         0         0          7731
     2.500         0         0         11357
     2.500         0         0         56703
     2.700         0         0         59406
     2.900         0         0         65728
     3.900         0         0         19559
     3.300         0         0         11330
     3.300         0         0         25824
     2.500         0         0          7775
     3.400         0         0          3512
     2.700         0         0         59885
     2.600         0         0         60816
     2.500         0         0         59883
     2.500         0         0         60815
     2.800         0         0         47183
     2.600         0         0         40148
     2.600         0         0         65845
     3.000         0         0         66066
     2.500         0         0         45581
     2.500         0         0         28935
     2.800         0         0         66065
     2.700         0         0         66199
     3.000         0         0         25371
     2.600         0         0         62466
     2.600         0         0         63288
     3.000         0         0         65902
     2.800         0         0         65756
     2.800         0         0         11329
     2.500         0         0         11369
     3.000         0         0         66200
     2.600         0         0         30040
     2.500         0         0         28942
     2.800         0         0         19509
     2.600         0         0          7863
     2.600         0         0          3513
     2.500         0         0          3514
     2.900         0         0         11408
     2.500         0         0         52079
     3.200         0         0          3515
     3.300         0         0          3516
     2.700         0         0         25831
     3.000         0         0          3517
     3.000         0         0          3518
     3.100         0         0          3519
     2.500         0         0          3520
     2.600         0         0         54213
     2.500         0         0          7808
     2.700         0         0         11418
     2.500         0         0         30453
     2.800         0         0         52076
     2.500         0         0         42719
     2.500         0         0         60817
     2.800         0         0         65912
     2.600         0         0         45327
     2.700         0         0         60819
     2.900         0         0          7974
     2.900         0         0         19637
     3.100         0         0         30455
     2.600         0         0         34849
     3.200         0         0          7939
     2.700         0         0         49304
     2.700         0         0         54217
     2.600         0         0         40525
     2.500         0         0         40522
     2.600         0         0         48364
     2.700         0         0         62095
     2.700         0         0         34817
     2.500         0         0          3521
     2.600         0         0          3522
     3.400         0         0         61340
     2.500         0         0         51554
     2.900         0         0         62183
     2.800         0         0          3523
     2.500         0         0         19621
     2.600         0         0          3524
     2.600         0         0         48317
     2.500         0         0         46432
     2.500         0         0         48579
     2.700         0         0         50897
     2.600         0         0         62549
     2.500         0         0         34843
     2.700         0         0          7694
     2.500         0         0         46456
     2.700         0         0         46448
     2.600         0         0         50894
     2.600         0         0         52908
     2.500         0         0         32831
     2.800         0         0         59184
     2.500         0         0         52078
     2.500         0         0         54215
     3.400         0         0          3525
     3.100         0         0          3526
     2.800         0         0         11245
     2.600         0         0         30465
     2.900         0         0          3527
     2.800         0         0         46449
     3.100         0         0         56461
     2.900         0         0          3528
     2.500         0         0         58019
     2.500         0         0         54639
     2.700         0         0          7829
     2.700         0         0         50708
     3.100         0         0         25864
     3.800         0         0         43524
     2.800         0         0          3531
     2.600         0         0          3532
     2.700         0         0          3533
     2.600         0         0          3534
     2.700         0         0          3535
     2.800         0         0         63700
     2.600         0         0         34823
     2.500         0         0         55107
     2.500         0         0         65207
     2.500         0         0         56865
     2.600         0         0         11348
     2.800         0         0          7774
     2.500         0         0          3536
     2.600         0         0         19577
     2.900         0         0         19576
     3.200         0         0         24956
     2.800         0         0         43532
     2.500         0         0          3537
     2.900         0         0         19579
     2.700         0         0          3538
     2.500         0         0          7978
     3.000         0         0          7979
     3.100         0         0          7977
     2.500         0         0          7860
     2.900         0         0          3539
     2.700         0         0         48749
     2.900         0         0         11370
     3.100         0         0         30421
     2.800         0         0          3540
     2.500         0         0         61563
     2.800         0         0          3542
     3.000         0         0         19807
     2.500         0         0         11591
     2.500         0         0         25919
     2.900         0         0         25980
     2.600         0         0         34895
     2.700         0         0         30561
     2.600         0         0          8010
     2.700         0         0         34907
     2.500         0         0          6476
     3.300         0         0         30540
     3.000         0         0         34893
     2.600         0         0         19616
     3.100         0         0         19813
     2.500         0         0         19666
     2.700         0         0          8013
     2.700         0         0         11517
     2.500         0         0          3543
     2.500         0         0         30520
     2.600         0         0          8041
     2.800         0         0         38565
     3.200         0         0         11493
     2.700         0         0         11561
     2.600         0         0         19645
     2.500         0         0         36972
     2.600         0         0         19571
     2.600         0         0         49031
     2.700         0         0         11592
     2.700         0         0         11551
     2.700         0         0          8095
     2.500         0         0         41919
     2.600         0         0         19682
     2.500         0         0         37554
     3.000         0         0          8096
     2.600         0         0         19809
     3.100         0         0         19768
     2.500         0         0         62468
     2.900         0         0         11516
     2.500         0         0          8135
     2.500         0         0         19762
     3.400         0         0         50458
     2.500         0         0         52586
     3.100         0         0          8091
     3.000         0         0          8125
     2.800         0         0         11542
     2.600         0         0         19758
     2.500         0         0          3545
     2.600         0         0         25929
     2.600         0         0          8031
     2.700         0         0         11543
     2.500         0         0         52738
     2.900         0         0         19575
     3.200         0         0         34877
     2.700         0         0         19708
     2.500         0         0         19737
     2.500         0         0         19745
     3.000         0         0         57270
     3.000         0         0         66865
     2.800         0         0         25842
     3.300         0         0         25967
     2.800         0         0          3546
     2.600         0         0         19788
     2.900         0         0         34898
     2.800         0         0         19770
     2.700         0         0         11594
     2.500         0         0         52737
     2.600         0         0          7928
     2.900         0         0          3548
     2.600         0         0         25872
     2.600         0         0         41928
     3.000         0         0         41927
     2.900         0         0         44709
     3.400         0         0         47200
     3.000         0         0         52110
     2.900         0         0          8008
     2.500         0         0         49657
     2.500         0         0         47197
     2.600         0         0         41921
     2.600         0         0          3549
     2.800         0         0         48565
     2.700         0         0         48570
     3.000         0         0         54771
     2.500         0         0         19675
     2.900         0         0         40535
     3.100         0         0         56544
     2.900         0         0         19669
     2.600         0         0         38564
     3.000         0         0         52111
     2.600         0         0         25935
     2.500         0         0         47416
     3.000         0         0          7993
     2.600         0         0         52907
     2.500         0         0         52889
     3.300         0         0         48580
     2.500         0         0         30529
     2.600         0         0         50878
     2.500         0         0         52834
     2.600         0         0         11570
     2.800         0         0         58065
     2.500         0         0          3551
     2.900         0         0          8023
     2.500         0         0         50888
     3.100         0         0         50844
     2.900         0         0         50836
     2.500         0         0         52858
     2.500         0         0         54724
     3.300         0         0         54723
     2.500         0         0         54769
     3.000         0         0          3552
     2.500         0         0         56567
     2.600         0         0         50833
     2.800         0         0         34897
     2.500         0         0         54761
     2.700         0         0         54755
     3.000         0         0         52863
     2.500         0         0         25979
     3.000         0         0          3553
     2.800         0         0         51470
     3.000         0         0         11499
     3.000         0         0          8131
     3.000         0         0         11567
     3.500         0         0         54753
     2.500         0         0         11569
     2.800         0         0         54726
     2.700         0         0          8167
     3.300         0         0         50814
     2.600         0         0         52862
     3.000         0         0         11544
     2.900         0         0          3554
     2.700         0         0          8168
     3.300         0         0          3555
     2.500         0         0         30557
     2.600         0         0         25969
     2.700         0         0         58056
     3.000         0         0          3557
     2.700         0         0         44707
     2.700         0         0         47169
     2.700         0         0         47165
     2.900         0         0         49629
     2.500         0         0         54212
     2.900         0         0         49636
     3.100         0         0         11487
     2.600         0         0         47174
     2.500         0         0         30513
     3.000         0         0          8049
     2.900         0         0         32834
     3.100         0         0         54757
     2.900         0         0         56241
     3.000         0         0         47176
     2.600         0         0         56043
     2.700         0         0         56042
     2.500         0         0         56041
     2.700         0         0         61100
     2.500         0         0         58994
     2.500         0         0         57588
     3.200         0         0         65407
     2.600         0         0         61089
     3.100         0         0         61087
     2.600         0         0         66424
     2.500         0         0         56038
     2.600         0         0         56039
     2.800         0         0         47175
     2.700         0         0         62222
     2.500         0         0         30491
     2.600         0         0         30489
     2.800         0         0         62225
     2.900         0         0         62201
     3.400         0         0         11550
     2.600         0         0         34868
     2.700         0         0         62199
     2.800         0         0         11581
     2.800         0         0         30490
     2.800         0         0         58996
     2.800         0         0         38556
     2.800         0         0         60264
     2.600         0         0         50903
     2.500         0         0         65558
     2.900         0         0         61093
     2.900         0         0         41926
     3.200         0         0         30497
     2.500         0         0          3558
     2.600         0         0         25876
     2.500         0         0         57579
     3.100         0         0         65557
     3.100         0         0         44708
     2.700         0         0         63855
     3.300         0         0         30482
     2.700         0         0         60269
     2.500         0         0         25894
     3.000         0         0         52074
     2.700         0         0          3559
     2.700         0         0         50821
     2.700         0         0         61108
     2.800         0         0         11568
     3.000         0         0         63095
     2.800         0         0         52085
     2.600         0         0         36156
     2.800         0         0         52865
     2.500         0         0         39401
     2.600         0         0         19673
     3.300         0         0         63676
     3.300         0         0         65669
     2.700         0         0          8169
     2.700         0         0         63098
     2.900         0         0         63090
     2.700         0         0          3560
     2.900         0         0         61335
     3.300         0         0         62214
     2.500         0         0         65955
     2.700         0         0         63089
     2.500         0         0         65030
     3.500         0         0         65028
     2.500         0         0         52070
     2.900         0         0          8170
     3.300         0         0         63088
     2.700         0         0         65255
     2.600         0         0          3561
     2.900         0         0         62202
     2.500         0         0         62213
     2.600         0         0         30532
     3.000         0         0         62212
     3.300         0         0          8130
     2.500         0         0         22144
     2.600         0         0         62211
     2.900         0         0         30486
     2.800         0         0         63086
     2.600         0         0         11565
     2.900         0         0         25906
     2.800         0         0          3562
     2.700         0         0          8166
     2.600         0         0         60261
     2.800         0         0         63083
     3.100         0         0         50832
     2.500         0         0         65186
     2.900         0         0         65254
     2.600         0         0         64348
     3.200         0         0         64824
     2.600         0         0         46122
     2.600         0         0         60274
     2.600         0         0         52837
     2.500         0         0         52879
     2.800         0         0         66055
     3.200         0         0         62216
     2.700         0         0         19789
     2.900         0         0         30481
     2.700         0         0         58113
     2.500         0         0          3563
     2.600         0         0         56552
     2.600         0         0         50872
     3.300         0         0         50952
     2.500         0         0          3564
     2.500         0         0         19691
     3.100         0         0         54717
     3.800         0         0          3565
     2.500         0         0         52938
     2.600         0         0         19513
     2.500         0         0          3566
     2.600         0         0          3567
     2.600         0         0          7797
     2.500         0         0         54791
     2.600         0         0         61097
     3.000         0         0          8173
     2.500         0         0         25950
     2.500         0         0          3568
     2.600         0         0         30539
     2.500         0         0         34892
     2.500         0         0          3569
     2.500         0         0         63080
     2.900         0         0         47172
     2.500         0         0         38579
     3.700         0         0         30596
     3.100         0         0         30591
     3.100         0         0         19838
     2.500         0         0         38582
     2.800         0         0         41944
     2.500         0         0         26008
     2.500         0         0         61090
     2.700         0         0         11645
     2.500         0         0         60270
     2.900         0         0         19847
     2.700         0         0         19834
     3.000         0         0         63850
     2.600         0         0         34908
     3.100         0         0         26006
     2.600         0         0         66748
     2.600         0         0         26017
     2.600         0         0         50857
     3.500         0         0          3571
     2.900         0         0          8178
     3.000         0         0         26018
     2.700         0         0         11625
     2.600         0         0         26021
     2.700         0         0         25885
     2.500         0         0         30583
     2.700         0         0         34912
     3.000         0         0         54729
     3.000         0         0          3572
     2.900         0         0         34910
     3.000         0         0         26026
     2.700         0         0         30533
     3.400         0         0         66069
     3.100         0         0          3573
     2.700         0         0         30470
     2.500         0         0         66397
     2.600         0         0         38577
     2.500         0         0         62219
     2.600         0         0         60271
     2.600         0         0         30592
     3.100         0         0         45337
     3.000         0         0         19835
     2.800         0         0         63094
     2.600         0         0         50132
     3.200         0         0         64028
     2.600         0         0         25992
     2.600         0         0         11531
     2.800         0         0         64936
     2.500         0         0         26019
     2.800         0         0         11655
     2.600         0         0         26009
     2.900         0         0         28841
     2.500         0         0         11639
     2.900         0         0         22749
     2.500         0         0         11631
     2.800         0         0         59319
     3.300         0         0         19836
     2.600         0         0         25993
     2.700         0         0         30581
     2.900         0         0         26000
     2.900         0         0          3574
     2.600         0         0         65820
     2.500         0         0         30582
     2.800         0         0          8179
     3.600         0         0          8180
     2.800         0         0          3576
     2.500         0         0         63853
     2.700         0         0         46421
     2.500         0         0         11658
     2.800         0         0         19784
     3.000         0         0         52841
     2.800         0         0         34880
     2.800         0         0          8182
     3.400         0         0         38561
     2.800         0         0         41935
     2.500         0         0          3577
     2.500         0         0         64828
     2.800         0         0          8185
     2.700         0         0          3578
     2.700         0         0         47645
     2.900         0         0         60254
     2.700         0         0         30452
     2.700         0         0         11519
     2.800         0         0          8139
     3.100         0         0         63082
     2.900         0         0         25883
     2.900         0         0         25862
     3.000         0         0         11657
     2.800         0         0         21994
     3.100         0         0         30597
     2.600         0         0          3580
     3.000         0         0          8081
     2.700         0         0         62220
     2.600         0         0          7958
     2.700         0         0          3581
     2.500         0         0         47743
     3.000         0         0          7830
     2.500         0         0          3582
     2.500         0         0          8189
     2.600         0         0         64459
     2.900         0         0         11661
     2.700         0         0         52891
     3.400         0         0         54770
     2.600         0         0         26030
     2.500         0         0         34882
     3.100         0         0         11664
     2.800         0         0         57799
     2.600         0         0         19555
     2.600         0         0         30598
     2.900         0         0          3584
     3.100         0         0         47294
     3.600         0         0          3585
     2.600         0         0         62208
     2.700         0         0         66248
     2.700         0         0         56499
     3.000         0         0         30570
     2.500         0         0         54752
     2.600         0         0         11593
     2.600         0         0         36968
     2.600         0         0          3586
     3.100         0         0         62581
     2.700         0         0          8172
     2.800         0         0         11605
     3.000         0         0         47295
     2.500         0         0         56057
     2.500         0         0          7803
     2.700         0         0         11343
     2.600         0         0         17462
     3.000         0         0          3587
     2.500         0         0         46446
     2.900         0         0          3588
     3.000         0         0         48761
     2.800         0         0         19749
     2.700         0         0         48795
     2.600         0         0         56565
     2.700         0         0         30573
     2.500         0         0         40422
     3.000         0         0         11647
     3.000         0         0         58983
     3.000         0         0         19777
     2.600         0         0         11668
     2.500         0         0          8148
     3.100         0         0          3591
     2.500         0         0         19558
     2.500         0         0          3592
     2.500         0         0          8161
     3.300         0         0          3593
     3.600         0         0          3594
     2.500         0         0         26031
     2.800         0         0          8183
     2.800         0         0         19797
     2.900         0         0          3596
     2.700         0         0         51683
     3.200         0         0         35901
     2.600         0         0         19650
     2.700         0         0         56545
     2.500         0         0         19819
     3.200         0         0         43534
     3.000         0         0         65256
     2.600         0         0         65451
     2.700         0         0         38346
     2.600         0         0          3598
     2.800         0         0         11497
     2.500         0         0         65450
     2.700         0         0         65684
     2.600         0         0          3600
     2.800         0         0         41922
     3.300         0         0          3602
     2.700         0         0         56546
     3.000         0         0         11671
     2.600         0         0         11393
     3.200         0         0         65258
     2.500         0         0         63849
     3.000         0         0         19826
     3.000         0         0         11611
     2.700         0         0         62114
     2.600         0         0          3603
     2.600         0         0         28957
     2.600         0         0         32844
     2.500         0         0         36979
     2.500         0         0         19860
     2.800         0         0         52901
     2.600         0         0          3604
     2.600         0         0         57795
     2.600         0         0         38532
     2.700         0         0         60262
     3.000         0         0         65452
     2.800         0         0          3605
     2.900         0         0          3606
     3.000         0         0         19786
     2.900         0         0         56564
     3.500         0         0          3607
     2.800         0         0         37041
     2.500         0         0         30562
     2.700         0         0         25787
     3.200         0         0         18242
     3.100         0         0          3608
     2.700         0         0          8165
     2.900         0         0          3609
     2.700         0         0         58114
     2.600         0         0         64455
     2.500         0         0         64562
     2.900         0         0         43521
     3.100         0         0         40828
     2.700         0         0         43822
     2.700         0         0         46354
     2.500         0         0         48515
     2.900         0         0         11673
     3.500         0         0         11512
     2.600         0         0         25896
     2.500         0         0          3611
     2.600         0         0         36947
     2.600         0         0          8207
     2.900         0         0          3612
     2.800         0         0         52739
     2.500         0         0         19514
     2.900         0         0          8206
     2.500         0         0          3613
     2.500         0         0         48547
     2.800         0         0         34904
     2.800         0         0         38574
     3.200         0         0         19683
     2.500         0         0         18844
     3.100         0         0         25359
     2.500         0         0         25955
     2.500         0         0          3614
     2.700         0         0          3615
     2.700         0         0         56036
     2.500         0         0         38812
     3.500         0         0         30483
     3.000         0         0         34963
     3.100         0         0         11259
     2.500         0         0         58064
     2.600         0         0          8208
